"Country","Commodity","Item","Unit","Year","Amount","Anomaly","kg_food_per_person","Amount_Category","new_numerical"
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2011,82.445,0.6,146.954280964256,"High",1.2
"Swaziland","Other","Food Supply","Grain Equiv. 1000 MT / yr",2011,65.10213,0.6,146.954280964256,"High",1.2
"Swaziland","Other","Food Supply","Grain Equiv. kg/cap/yr",2011,266.8979906,0.6,146.954280964256,"High",1.2
"Swaziland","Total Grains/Cereals","Area Harvested","1000 Ha",2012,71.235,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Yield","MT / Ha",2012,1.076591563,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Production Quantity","1000 MT",2012,76.691,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Import Quantity","1000 MT",2012,143,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Export Quantity","1000 MT",2012,0,0.76,146.468032786885,"Low",1.52
"Swaziland","Total Grains/Cereals","Stock Variation","1000 MT",2012,-8,0.76,146.468032786885,"Low",1.52
"Swaziland","Total Grains/Cereals","Feed + Seed","1000 MT",2012,31,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2012,2,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Food Availability","1000 MT",2012,178.691,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2012,146.4680328,0.76,146.468032786885,"High",1.52
"Swaziland","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2012,7.289371326,0.76,146.468032786885,"High",1.52
"Swaziland","Food Aid","Total","Grain Equiv. 1000 MT",2012,8.473120081,0.76,146.468032786885,"High",1.52
"Swaziland","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2012,1.183748755,0.76,146.468032786885,"High",1.52
"Swaziland","Population","Total Population - Both Sexes","Million",2012,1.22,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2012,0.264028018,0.76,146.468032786885,"Medium-Low",1.52
"Swaziland","Root Crops (R&T)","Area Harvested","1000 Ha",2012,13.337,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Yield","MT / Ha",2012,1.340788005,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2012,17.88208963,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2012,4.284646682,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2012,1.611891052,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2012,0,0.76,146.468032786885,"Low",1.52
"Swaziland","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2012,0.601983882,0.76,146.468032786885,"Medium-High",1.52
"Swaziland","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2012,1.80410345,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2012,18.14875793,0.76,146.468032786885,"High",1.52
"Swaziland","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2012,14.87603109,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2012,94.57308963,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2012,161.3440639,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2012,241.8577363,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2012,84.572,0.76,146.468032786885,"High",1.52
"Swaziland","Other","Food Supply","Grain Equiv. 1000 MT / yr",2012,66.02211022,0.76,146.468032786885,"High",1.52
"Swaziland","Other","Food Supply","Grain Equiv. kg/cap/yr",2012,266.3760065,0.76,146.468032786885,"High",1.52
"Swaziland","Total Grains/Cereals","Production Quantity","1000 MT",2013,82.6,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals","Import Quantity","1000 MT",2013,134,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals","Export Quantity","1000 MT",2013,0,0.77,147.615198059822,"Low",1.54
"Swaziland","Total Grains/Cereals","Stock Variation","1000 MT",2013,0,0.77,147.615198059822,"Low",1.54
"Swaziland","Total Grains/Cereals","Feed + Seed","1000 MT",2013,31,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2013,3,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals","Food Availability","1000 MT",2013,182.6,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2013,147.6151981,0.77,147.615198059822,"High",1.54
"Swaziland","Population","Total Population - Both Sexes","Million",2013,1.237,0.77,147.615198059822,"High",1.54
"Swaziland","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2013,0.264028018,0.77,147.615198059822,"Medium-Low",1.54
"Swaziland","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2013,0,0.77,147.615198059822,"Low",1.54
"Swaziland","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2013,14.87603109,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2013,82.6,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2013,162.4912291,0.77,147.615198059822,"High",1.54
"Swaziland","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2013,216.6,0.77,147.615198059822,"High",1.54
"Swaziland","Other","Food Supply","Grain Equiv. 1000 MT / yr",2013,66.94209045,0.77,147.615198059822,"High",1.54
"Swaziland","Other","Food Supply","Grain Equiv. kg/cap/yr",2013,267.5231718,0.77,147.615198059822,"High",1.54
"Zambia","Total Grains/Cereals","Area Harvested","1000 Ha",2003,801.7,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Yield","MT / Ha",2003,1.693647125,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Production Quantity","1000 MT",2003,1357.7969,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Import Quantity","1000 MT",2003,292.4,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Import Value","Million US$",2003,75.133,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Import Unit Value","US$ / MT",2003,256.9528044,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Export Quantity","1000 MT",2003,100.2,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Stock Variation","1000 MT",2003,-203,0.66,106.60183763028,"Low",1.32
"Zambia","Total Grains/Cereals","Feed + Seed","1000 MT",2003,37.1,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2003,146.886,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Food Availability","1000 MT",2003,1166.0109,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2003,106.6018376,0.66,106.60183763028,"High",1.32
"Zambia","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2003,133.7316896,0.66,106.60183763028,"High",1.32
"Zambia","Food Aid","Total","Grain Equiv. 1000 MT",2003,160.7274393,0.66,106.60183763028,"High",1.32
"Zambia","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2003,26.99574974,0.66,106.60183763028,"High",1.32
"Zambia","Population","Total Population - Both Sexes","Million",2003,10.938,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2003,0.354011161,0.66,106.60183763028,"Medium-Low",1.32
"Zambia","Root Crops (R&T)","Area Harvested","1000 Ha",2003,169.6,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","Yield","MT / Ha",2003,2.137425881,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2003,362.5074294,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2003,1.905642082,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2003,0.33843467,0.66,106.60183763028,"Medium-Low",1.32
"Zambia","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2003,0,0.66,106.60183763028,"Low",1.32
"Zambia","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2003,0.397908546,0.66,106.60183763028,"Medium-Low",1.32
"Zambia","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2003,19.14881774,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2003,344.798375,0.66,106.60183763028,"High",1.32
"Zambia","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2003,31.52298181,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2003,1720.304329,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2003,138.1248194,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2003,2014.609971,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2003,971.3,0.66,106.60183763028,"High",1.32
"Zambia","Other","Food Supply","Grain Equiv. 1000 MT / yr",2003,301.9115138,0.66,106.60183763028,"High",1.32
"Zambia","Other","Food Supply","Grain Equiv. kg/cap/yr",2003,192.7865636,0.66,106.60183763028,"High",1.32
"Zambia","Total Grains/Cereals","Area Harvested","1000 Ha",2004,759.524,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Yield","MT / Ha",2004,1.805114651,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Production Quantity","1000 MT",2004,1371.0279,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Import Quantity","1000 MT",2004,124,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Import Value","Million US$",2004,49.009,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Import Unit Value","US$ / MT",2004,395.233871,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Export Quantity","1000 MT",2004,150.2,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Stock Variation","1000 MT",2004,35,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Feed + Seed","1000 MT",2004,35,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2004,149.86,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Food Availability","1000 MT",2004,1191.6679,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2004,106.4749732,0.52,106.474973195139,"High",1.04
"Zambia","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2004,79.81942946,0.52,106.474973195139,"High",1.04
"Zambia","Food Aid","Total","Grain Equiv. 1000 MT",2004,101.3774096,0.52,106.474973195139,"High",1.04
"Zambia","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2004,21.55798011,0.52,106.474973195139,"High",1.04
"Zambia","Population","Total Population - Both Sexes","Million",2004,11.192,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2004,0.353448276,0.52,106.474973195139,"Medium-Low",1.04
"Zambia","Root Crops (R&T)","Area Harvested","1000 Ha",2004,170.424,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Yield","MT / Ha",2004,2.146831604,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2004,365.8716293,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2004,1.859137931,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2004,1.939724138,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2004,0,0.52,106.474973195139,"Low",1.04
"Zambia","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2004,0.343905172,0.52,106.474973195139,"Medium-Low",1.04
"Zambia","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2004,19.51281897,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2004,346.0802931,0.52,106.474973195139,"High",1.04
"Zambia","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2004,30.92211339,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2004,1736.899529,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2004,137.3970866,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2004,1862.758667,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2004,929.948,0.52,106.474973195139,"High",1.04
"Zambia","Other","Food Supply","Grain Equiv. 1000 MT / yr",2004,302.5451424,0.52,106.474973195139,"High",1.04
"Zambia","Other","Food Supply","Grain Equiv. kg/cap/yr",2004,193.8343202,0.52,106.474973195139,"High",1.04
"Zambia","Total Grains/Cereals","Area Harvested","1000 Ha",2005,560.549,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Yield","MT / Ha",2005,1.893948611,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Production Quantity","1000 MT",2005,1061.651,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Import Quantity","1000 MT",2005,235,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Import Value","Million US$",2005,58.037,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Import Unit Value","US$ / MT",2005,246.9659574,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Export Quantity","1000 MT",2005,10.2,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Stock Variation","1000 MT",2005,35,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Feed + Seed","1000 MT",2005,35,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2005,119.1,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Food Availability","1000 MT",2005,1168.551,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2005,101.9500087,0.73,101.950008724481,"High",1.46
"Zambia","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2005,137.7553533,0.73,101.950008724481,"High",1.46
"Zambia","Food Aid","Total","Grain Equiv. 1000 MT",2005,158.9200349,0.73,101.950008724481,"High",1.46
"Zambia","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2005,21.16468151,0.73,101.950008724481,"High",1.46
"Zambia","Population","Total Population - Both Sexes","Million",2005,11.462,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2005,0.352061314,0.73,101.950008724481,"Medium-Low",1.46
"Zambia","Root Crops (R&T)","Area Harvested","1000 Ha",2005,185.473,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","Yield","MT / Ha",2005,2.158157706,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2005,400.2799842,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2005,4.402526738,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2005,0.0148,0.73,101.950008724481,"Medium-Low",1.46
"Zambia","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2005,0,0.73,101.950008724481,"Low",1.46
"Zambia","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2005,0.352061314,0.73,101.950008724481,"Medium-Low",1.46
"Zambia","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2005,21.26485546,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2005,383.0508076,0.73,101.950008724481,"High",1.46
"Zambia","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2005,33.41919452,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2005,1461.930984,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2005,135.3692032,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2005,1701.333511,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2005,746.022,0.73,101.950008724481,"High",1.46
"Zambia","Other","Food Supply","Grain Equiv. 1000 MT / yr",2005,327.0768786,0.73,101.950008724481,"High",1.46
"Zambia","Other","Food Supply","Grain Equiv. kg/cap/yr",2005,190.3875471,0.73,101.950008724481,"High",1.46
"Zambia","Total Grains/Cereals","Area Harvested","1000 Ha",2006,883.238,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Yield","MT / Ha",2006,1.810736178,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Production Quantity","1000 MT",2006,1599.311,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Import Quantity","1000 MT",2006,83.9,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Import Value","Million US$",2006,93.545,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Import Unit Value","US$ / MT",2006,1114.958284,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Export Quantity","1000 MT",2006,121.2,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Stock Variation","1000 MT",2006,-145,0.69,103.350723404255,"Low",1.38
"Zambia","Total Grains/Cereals","Feed + Seed","1000 MT",2006,30,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2006,172.64,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Food Availability","1000 MT",2006,1214.371,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2006,103.3507234,0.69,103.350723404255,"High",1.38
"Zambia","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2006,96.57428766,0.69,103.350723404255,"High",1.38
"Zambia","Food Aid","Total","Grain Equiv. 1000 MT",2006,119.8597937,0.69,103.350723404255,"High",1.38
"Zambia","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2006,23.28550608,0.69,103.350723404255,"High",1.38
"Zambia","Population","Total Population - Both Sexes","Million",2006,11.75,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2006,0.352982785,0.69,103.350723404255,"Medium-Low",1.38
"Zambia","Root Crops (R&T)","Area Harvested","1000 Ha",2006,191,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","Yield","MT / Ha",2006,2.171812518,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2006,414.8161909,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2006,3.49982431,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2006,0.00918,0.69,103.350723404255,"Medium-Low",1.38
"Zambia","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2006,0,0.69,103.350723404255,"Low",1.38
"Zambia","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2006,0.388281063,0.69,103.350723404255,"Medium-Low",1.38
"Zambia","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2006,22.73209133,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2006,395.1864653,0.69,103.350723404255,"High",1.38
"Zambia","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2006,33.63289066,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2006,2014.127191,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2006,136.9836141,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2006,2101.527015,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2006,1074.238,0.69,103.350723404255,"High",1.38
"Zambia","Other","Food Supply","Grain Equiv. 1000 MT / yr",2006,347.4780181,0.69,103.350723404255,"High",1.38
"Zambia","Other","Food Supply","Grain Equiv. kg/cap/yr",2006,192.4507113,0.69,103.350723404255,"High",1.38
"Zambia","Total Grains/Cereals","Area Harvested","1000 Ha",2007,681.175,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Yield","MT / Ha",2007,2.247347598,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Production Quantity","1000 MT",2007,1530.837,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Import Quantity","1000 MT",2007,61.9,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Import Value","Million US$",2007,16.675,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Import Unit Value","US$ / MT",2007,269.3861066,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Export Quantity","1000 MT",2007,263.2,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Stock Variation","1000 MT",2007,174,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Feed + Seed","1000 MT",2007,65,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Waste + Processed + OtherUtilization","1000 MT",2007,169.9658,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Food Availability","1000 MT",2007,1271.4712,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Food Availability per capita","kg/cap/yr",2007,105.4725176,0.61,105.47251762754,"High",1.22
"Zambia","Food Aid","Cereal Food Aid","Grain Equiv. 1000 MT",2007,35.70710146,0.61,105.47251762754,"High",1.22
"Zambia","Food Aid","Total","Grain Equiv. 1000 MT",2007,43.82304033,0.61,105.47251762754,"High",1.22
"Zambia","Food Aid","Non-Cereal Food Aid","Grain Equiv. 1000 MT",2007,8.115938878,0.61,105.47251762754,"High",1.22
"Zambia","Population","Total Population - Both Sexes","Million",2007,12.055,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","FAO Conversion Rate for Root Crops from MT to Grain Equiv. MT","Conversion Rate",2007,0.355325362,0.61,105.47251762754,"Medium-Low",1.22
"Zambia","Root Crops (R&T)","Area Harvested","1000 Ha",2007,189.3,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","Yield","MT / Ha",2007,2.158701993,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2007,408.6422873,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","Import Quantity","Grain Equiv. 1000 MT",2007,1.352013001,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","Export Quantity","Grain Equiv. 1000 MT",2007,0.0167,0.61,105.47251762754,"Medium-Low",1.22
"Zambia","Root Crops (R&T)","Stock Variation","Grain Equiv. 1000 MT",2007,0,0.61,105.47251762754,"Low",1.22
"Zambia","Root Crops (R&T)","Feed + Seed","Grain Equiv. 1000 MT",2007,0.35852329,0.61,105.47251762754,"Medium-Low",1.22
"Zambia","Root Crops (R&T)","Waste + Processed + OtherUtilization - Stock Variation","Grain Equiv. 1000 MT",2007,21.8898189,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","Food Availability","Grain Equiv. 1000 MT",2007,387.7331664,0.61,105.47251762754,"High",1.22
"Zambia","Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2007,32.16368033,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Production Quantity","Grain Equiv. 1000 MT",2007,1939.479287,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Availability per capita","kg/cap/yr",2007,137.636198,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Food Supply","Grain Equiv. 1000 MT",2007,2002.7313,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals and Root Crops (R&T)","Area Harvested","1000 Ha",2007,870.475,0.61,105.47251762754,"High",1.22
"Zambia","Other","Food Supply","Grain Equiv. 1000 MT / yr",2007,317.1088534,0.61,105.47251762754,"High",1.22
"Zambia","Other","Food Supply","Grain Equiv. kg/cap/yr",2007,187.0844512,0.61,105.47251762754,"High",1.22
"Zambia","Total Grains/Cereals","Area Harvested","1000 Ha",2008,638.265,0.62,110.522948303716,"High",1.24
"Zambia","Total Grains/Cereals","Yield","MT / Ha",2008,2.669383563,0.62,110.522948303716,"High",1.24
"Zambia","Total Grains/Cereals","Production Quantity","1000 MT",2008,1703.7741,0.62,110.522948303716,"High",1.24
"Zambia","Total Grains/Cereals","Import Quantity","1000 MT",2008,142,0.62,110.522948303716,"High",1.24
"Zambia","Total Grains/Cereals","Import Value","Million US$",2008,31.402,0.62,110.522948303716,"High",1.24
"Zambia","Total Grains/Cereals","Import Unit Value","US$ / MT",2008,221.1408451,0.62,110.522948303716,"High",1.24
